Nearest town,State,latitude,longitude,Severity confidence description,Intense precipitation amount,Intense precipitation period,Total precipitation,Total precipitation duration,Water course,acq_date,acq_time,Year,Month,season
DROUIN,VIC,-38.1341,145.8545,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,2006-01-27,05:50:00,2006,1,2
BOOLARRA,VIC,-38.3808,146.2731,Other measurement of rainfall.,0.0,0.0,0,0,,2006-01-27,06:45:00,2006,1,2
WHOROULY,VIC,-36.503,146.5881,Other measurement of rainfall.,32.0,30.0,32,0,,2006-01-27,06:30:00,2006,1,2
DELAHEY,VIC,-37.7195,144.7775,Other measurement of rainfall.,15.0,10.0,15,0,,2006-01-28,02:30:00,2006,1,2
WESBURN,VIC,-37.7669,145.6445,Other measurement of rainfall.,29.0,60.0,29,0,,2006-01-29,09:30:00,2006,1,2
mount hotham airport,VIC,-36.984,147.119,Bureau measurement of rainfall.,25.0,30.0,30,0,,2006-02-23,06:00:00,2006,2,2
BURWOOD EAST,VIC,-37.8521,145.1497,Other measurement of rainfall.,28.0,30.0,28,0,,2006-02-25,04:00:00,2006,2,2
MOONEE PONDS,VIC,-37.7653,144.9202,Bureau measurement of rainfall.,33.0,30.0,55,0,,2006-02-25,03:45:00,2006,2,2
MELBOURNE,VIC,-37.8177,144.9756,,23.6,30.0,46,0,,2006-02-25,03:00:00,2006,2,2
KEW,VIC,-37.8052,145.0361,,48.0,60.0,80,0,,2006-02-25,03:10:00,2006,2,2
HOPPERS CROSSING,VIC,-37.8693,144.6934,"Flash flooding reported, but no quantitative data available.",76.0,60.0,76,0,,2006-02-25,02:30:00,2006,2,2
Coburg,VIC,-37.7418,144.964,Other measurement of rainfall.,64.0,180.0,64,0,,2006-02-25,03:30:00,2006,2,2
GLENLYON,VIC,-37.2964,144.2429,Other measurement of rainfall.,22.0,20.0,22,0,,2006-02-25,03:00:00,2006,2,2
HEATHCOTE,VIC,-36.9206,144.7066,Other measurement of rainfall.,23.0,30.0,23,0,,2006-02-25,03:30:00,2006,2,2
TECOMA,VIC,-37.9037,145.3463,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,2006-07-23,06:00:00,2006,7,4
TRENTHAM,VIC,-37.3884,144.3242,Other measurement of rainfall.,37.0,90.0,37,0,,2006-07-23,07:20:00,2006,7,4
BEALIBA,VIC,-36.7909,143.5533,"Flash flooding reported, but no quantitative data available.",60.0,30.0,60,0,,2006-07-23,07:00:00,2006,7,4
WOODEND,VIC,-37.3568,144.5285,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,2006-07-23,05:43:00,2006,7,4
LILYDALE,VIC,-37.7577,145.3495,Other measurement of rainfall.,30.0,60.0,30,0,,2006-11-12,08:00:00,2006,11,1
WARRANDYTE,VIC,-37.7379,145.2229,Other measurement of rainfall.,30.0,60.0,30,0,,2006-11-12,08:00:00,2006,11,1
DIGGERS REST,VIC,-37.6283,144.7201,Other measurement of rainfall.,23.0,60.0,23,0,,2006-11-12,08:00:00,2006,11,1
HEATHCOTE,VIC,-36.9206,144.7066,,0.0,0.0,0,0,,2006-11-02,05:00:00,2006,11,1
FERNTREE GULLY,VIC,-37.8793,145.2831,Other measurement of rainfall.,30.0,5.0,30,0,,2006-12-22,08:45:00,2006,12,2
HORSHAM,VIC,-36.7113,142.2027,Estimate of rainfall (eg. from filling of receptacles).,60.0,60.0,60,0,,2006-12-31,21:30:00,2006,12,2
MOUNT EGERTON,VIC,-37.6265,144.105,Bureau measurement of rainfall.,40.0,40.0,40,0,,2007-01-01,08:30:00,2007,1,2
BLACKWOOD,VIC,-37.4736,144.3076,Bureau measurement of rainfall.,40.0,60.0,40,0,,2007-01-01,09:00:00,2007,1,2
SCOTSBURN,VIC,-37.6708,143.9266,Bureau measurement of rainfall.,85.0,90.0,85,0,,2007-01-01,09:00:00,2007,1,2
MONBULK,VIC,-37.8789,145.4169,Other measurement of rainfall.,25.0,15.0,25,0,,2007-01-16,04:30:00,2007,1,2
MILDURA,VIC,-34.1927,142.1572,Other measurement of rainfall.,48.0,10.0,48,0,,2007-01-18,04:00:00,2007,1,2
ARARAT,VIC,-37.2831,142.9303,Other measurement of rainfall.,19.0,20.0,19,0,,2007-01-19,10:45:00,2007,1,2
WOODEND,VIC,-37.3568,144.5285,Other measurement of rainfall.,10.0,7.0,10,0,,2007-02-13,06:00:00,2007,2,2
TARRAWINGEE,VIC,-36.3933,146.4482,Other measurement of rainfall.,68.0,90.0,68,0,,2007-02-15,07:30:00,2007,2,2
GENOA,VIC,-37.4759,149.591,Other measurement of rainfall.,33.0,45.0,33,0,,2007-02-28,16:00:00,2007,2,2
HOPPERS CROSSING,VIC,-37.8693,144.6934,Other measurement of rainfall.,40.0,13.0,40,0,,2007-05-03,03:02:00,2007,5,3
ARARAT,VIC,-37.2831,142.9303,Other measurement of rainfall.,34.0,60.0,0,0,,2007-05-15,04:30:00,2007,5,3
PORTLAND,VIC,-38.3401,141.601,Bureau measurement of rainfall.,29.4,60.0,0,0,,2007-05-17,04:00:00,2007,5,3
EILDON,VIC,-37.2333,145.9078,Estimate of rainfall (eg. from filling of receptacles).,30.0,15.0,0,0,,2007-05-03,06:00:00,2007,5,3
OUYEN,VIC,-35.0675,142.3174,Other measurement of rainfall.,50.0,60.0,53,0,,2007-05-17,02:00:00,2007,5,3
STRATHBOGIE,VIC,-36.8558,145.7359,Bureau measurement of rainfall.,19.0,10.0,19,0,,2007-10-28,01:45:00,2007,10,1
LITTLE RIVER,VIC,-37.9212,144.4502,Estimate of rainfall (eg. from filling of receptacles).,30.0,30.0,30,0,,2007-11-09,07:00:00,2007,11,1
GEELONG,VIC,-38.1597,144.3647,Estimate of rainfall (eg. from filling of receptacles).,20.0,30.0,20,0,,2007-11-28,04:35:00,2007,11,1
MOUNT EGERTON,VIC,-37.6265,144.105,Other measurement of rainfall.,25.0,35.0,25,0,,2007-11-28,06:00:00,2007,11,1
BORONIA,VIC,-37.8623,145.2858,,0.0,0.0,0,0,,2007-12-03,04:30:00,2007,12,2
DIAMOND CREEK,VIC,-37.671,145.1553,Other measurement of rainfall.,26.0,15.0,26,0,,2007-12-03,04:40:00,2007,12,2
MONTROSE,VIC,-37.8099,145.3427,,0.0,0.0,0,0,,2007-12-03,05:00:00,2007,12,2
ELTHAM,VIC,-37.7187,145.1473,Estimate of rainfall (eg. from filling of receptacles).,16.0,10.0,16,0,,2007-12-03,04:30:00,2007,12,2
MOUNT WAVERLEY,VIC,-37.877,145.1308,Other measurement of rainfall.,58.0,20.0,63,0,,2007-12-20,05:50:00,2007,12,2
CHADSTONE,VIC,-37.8827,145.0932,Bureau measurement of rainfall.,42.0,40.0,42,0,,2007-12-20,05:55:00,2007,12,2
STAWELL,VIC,-37.0583,142.7784,,17.0,17.0,17,0,,2007-12-21,02:00:00,2007,12,2
TARRAWINGEE,VIC,-36.3933,146.4482,Other measurement of rainfall.,25.0,25.0,25,0,,2007-12-21,04:30:00,2007,12,2
MALDON,VIC,-36.9912,144.0686,,33.0,30.0,33,0,,2007-12-21,01:00:00,2007,12,2
WOODEND,VIC,-37.3568,144.5285,Other measurement of rainfall.,35.4,30.0,35,0,,2007-12-20,07:00:00,2007,12,2
COBRAM,VIC,-35.9146,145.6535,Other measurement of rainfall.,26.0,20.0,26,0,,2007-12-03,02:00:00,2007,12,2
TOONGABBIE,VIC,-38.058,146.6251,Other measurement of rainfall.,50.0,60.0,50,0,,2007-02-28,19:00:00,2007,2,2
MILDURA,VIC,-34.1927,142.1572,Other measurement of rainfall.,17.0,15.0,17,0,,2007-02-19,10:00:00,2007,2,2
SEATON,VIC,-37.9346,146.6599,Other measurement of rainfall.,25.0,15.0,25,0,,2007-02-13,06:00:00,2007,2,2
HORSHAM,VIC,-36.7113,142.2027,Other measurement of rainfall.,16.0,15.0,42,0,,2008-01-16,04:00:00,2008,1,2
ARARAT,VIC,-37.2831,142.9303,Other measurement of rainfall.,18.0,30.0,28,0,,2008-01-16,07:00:00,2008,1,2
HALLS GAP,VIC,-37.1404,142.5191,Other measurement of rainfall.,0.0,0.0,0,0,,2008-03-23,07:15:00,2008,3,3
CRESWICK,VIC,-37.4257,143.8922,,0.0,0.0,0,0,,2008-03-24,06:30:00,2008,3,3
MILDURA,VIC,-34.1927,142.1572,Other measurement of rainfall.,15.2,10.0,15,0,,2008-03-24,06:30:00,2008,3,3
STAWELL,VIC,-37.0583,142.7784,Other measurement of rainfall.,23.2,20.0,23,0,,2008-03-24,06:55:00,2008,3,3
YUULONG,VIC,-38.7261,143.3136,Other measurement of rainfall.,85.0,90.0,85,0,,2008-03-23,09:30:00,2008,3,3
TARRAWINGEE,VIC,-36.3933,146.4482,Other measurement of rainfall.,28.0,25.0,28,0,,2008-03-25,15:00:00,2008,3,3
DONCASTER,VIC,-37.7868,145.124,Estimate of rainfall (eg. from filling of receptacles).,10.0,5.0,10,0,,2008-05-02,03:00:00,2008,5,3
Arkaroola,SA,-30.27,139.34,Bureau measurement of rainfall.,50.0,0.0,0,0,,2006-01-17,03:00:00,2006,1,2
Yongala,SA,-33.03,138.71,Bureau measurement of rainfall.,33.0,15.0,33,0,,2006-01-29,05:30:00,2006,1,2
Booborowie,SA,-33.57,138.76,Bureau measurement of rainfall.,39.0,15.0,39,0,,2006-01-29,06:50:00,2006,1,2
Mahanewo Station,SA,-31.73,136.45,Bureau measurement of rainfall.,33.0,50.0,46,0,,2006-02-23,08:50:00,2006,2,2
Gawler,SA,-34.63,138.72,Bureau measurement of rainfall.,29.0,30.0,0,0,,2006-02-24,02:40:00,2006,2,2
Adelaide,SA,-34.7,138.62,Bureau measurement of rainfall.,23.0,40.0,36,0,,2006-02-24,02:50:00,2006,2,2
Adelaide,SA,-34.85,138.65,Other measurement of rainfall.,30.0,45.0,0,0,,2006-02-24,06:15:00,2006,2,2
Corromandel Valley,SA,-35.04,138.62,Bureau measurement of rainfall.,28.0,30.0,32,0,,2006-02-24,06:40:00,2006,2,2
Belair,SA,-35.0,138.62,Bureau measurement of rainfall.,20.0,30.0,0,0,,2006-02-24,06:45:00,2006,2,2
Georgetown,SA,-33.47,138.44,Other measurement of rainfall.,30.0,30.0,96,0,,2006-03-27,00:00:00,2006,3,3
Penola,SA,-37.4,140.83,Other measurement of rainfall.,40.0,40.0,0,0,,2006-12-30,23:30:00,2006,12,2
Poona,SA,-34.359,135.453,Other measurement of rainfall.,58.0,45.0,0,0,,2007-01-18,05:00:00,2007,1,2
Policemans Point,SA,-36.06,139.59,Other measurement of rainfall.,60.0,250.0,74,0,,2007-01-19,03:40:00,2007,1,2
Hawker,SA,-31.88,138.43,Bureau measurement of rainfall.,45.0,180.0,125,0,,2007-01-19,04:30:00,2007,1,2
Yednalue Station,SA,-32.55,138.64,Bureau measurement of rainfall.,118.0,0.0,149,0,,2007-01-19,06:30:00,2007,1,2
Bordertown,SA,-36.13,140.7,Other measurement of rainfall.,35.0,45.0,35,0,,2007-01-19,07:00:00,2007,1,2
Corny Point,SA,-34.92,137.07,Estimate of rainfall (eg. from filling of receptacles).,100.0,140.0,107,0,,2007-01-19,08:40:00,2007,1,2
Wards Hill,SA,-33.816,137.821,Other measurement of rainfall.,40.0,30.0,61,0,,2007-01-19,09:30:00,2007,1,2
Warooka,SA,-34.99,137.4,Other measurement of rainfall.,108.0,150.0,131,0,,2007-01-19,09:30:00,2007,1,2
Alford,SA,-33.816,137.821,Estimate of rainfall (eg. from filling of receptacles).,75.0,120.0,85,0,,2007-01-19,09:32:00,2007,1,2
Warooka,SA,-34.99,137.4,Bureau measurement of rainfall.,80.0,90.0,83,0,,2007-01-19,11:00:00,2007,1,2
Port Pirie,SA,-33.18,138.01,Bureau measurement of rainfall.,81.0,280.0,81,0,,2007-01-19,11:20:00,2007,1,2
Parawa,SA,-35.56,138.34,Bureau measurement of rainfall.,67.0,30.0,90,0,,2007-01-19,11:20:00,2007,1,2
Whyalla,SA,-33.03,137.53,Bureau measurement of rainfall.,38.4,60.0,56,0,,2007-01-19,12:00:00,2007,1,2
Cradock,SA,-32.07,138.49,Other measurement of rainfall.,100.0,540.0,0,0,,2007-01-19,12:30:00,2007,1,2
Port Germein,SA,-33.02,138.0,Bureau measurement of rainfall.,64.4,72.0,64,0,,2007-01-19,13:30:00,2007,1,2
Moralana station,SA,-31.53,138.34,Bureau measurement of rainfall.,53.0,195.0,132,0,,2007-01-19,14:30:00,2007,1,2
Hawker,SA,-31.88,138.84,Other measurement of rainfall.,50.0,180.0,162,0,,2007-01-19,14:30:00,2007,1,2
Lucindale,SA,-36.82,140.38,Bureau measurement of rainfall.,70.0,120.0,81,0,,2007-01-19,15:30:00,2007,1,2
Coonawarra,SA,-37.29,140.82,Other measurement of rainfall.,100.0,80.0,119,0,,2007-01-19,15:40:00,2007,1,2
Minburra,SA,-32.55,138.76,Other measurement of rainfall.,60.0,330.0,72,0,,2007-01-19,17:00:00,2007,1,2
Carrieton,SA,-32.43,138.53,Other measurement of rainfall.,50.0,0.0,0,0,,2007-01-19,17:00:00,2007,1,2
Motpena,SA,-31.19,138.28,Bureau measurement of rainfall.,62.0,300.0,0,0,,2007-01-19,17:30:00,2007,1,2
Wilson,SA,-31.99,138.35,Bureau measurement of rainfall.,104.0,360.0,104,0,,2007-01-19,18:00:00,2007,1,2
Yunta,SA,-32.58,139.55,Bureau measurement of rainfall.,50.0,180.0,78,0,,2007-01-19,22:00:00,2007,1,2
Yunta,SA,-32.58,139.55,Other measurement of rainfall.,50.0,180.0,100,0,,2007-01-19,22:30:00,2007,1,2
Yunta,SA,-32.58,139.55,Bureau measurement of rainfall.,50.0,180.0,66,0,,2007-01-19,22:32:00,2007,1,2
Canopus,SA,-33.5,140.7,Bureau measurement of rainfall.,70.0,240.0,72,0,,2007-01-20,13:30:00,2007,1,2
Hawker,SA,-31.88,138.84,Other measurement of rainfall.,75.0,60.0,0,0,,2007-02-14,04:30:00,2007,2,2
Jamestown,SA,-33.2,138.6,Other measurement of rainfall.,45.0,45.0,0,0,,2007-02-14,05:00:00,2007,2,2
Bordertown,SA,-36.13,140.7,Estimate of rainfall (eg. from filling of receptacles).,50.0,30.0,100,0,,2007-02-15,09:30:00,2007,2,2
Black Rock,SA,-32.83,138.69,Bureau measurement of rainfall.,53.0,90.0,54,0,,2007-02-19,05:30:00,2007,2,2
Maynards Well,SA,-30.6,138.69,Bureau measurement of rainfall.,62.0,30.0,64,0,,2007-02-20,03:30:00,2007,2,2
Kingston,SA,-36.83,139.85,Other measurement of rainfall.,40.0,30.0,0,0,,2007-04-28,06:45:00,2007,4,3
Kadina,SA,-33.96,137.72,Other measurement of rainfall.,42.0,40.0,0,0,,2007-05-14,09:30:00,2007,5,3
Crystal Brook,SA,-33.36,138.1,Other measurement of rainfall.,50.0,30.0,50,0,,2007-10-23,01:30:00,2007,10,1
Kadina,SA,-33.96,137.72,Other measurement of rainfall.,45.0,90.0,45,0,,2007-10-23,02:45:00,2007,10,1
Port Broughton,SA,-33.56,137.93,Other measurement of rainfall.,93.0,60.0,93,0,,2007-10-23,03:00:00,2007,10,1
Port Augusta,SA,-32.48,137.75,Estimate of rainfall (eg. from filling of receptacles).,30.0,60.0,0,0,,2007-11-03,04:00:00,2007,11,1
Coober Pedy,SA,-29.01,134.75,,11.0,16.0,17,4,,2007-12-20,06:30:00,2007,12,2
Amata,SA,-26.1506,131.1481,,17.0,40.0,0,0,,2007-12-21,05:20:00,2007,12,2
Parafield airport,SA,-34.7919,138.635,,20.0,30.0,24,0,,2008-01-18,00:00:00,2008,1,2
Burnside,SA,-34.939,138.6657,Bureau measurement of rainfall.,20.0,30.0,26,0,,2008-01-18,05:00:00,2008,1,2
Paralowie,SA,-34.756,138.6054,Other measurement of rainfall.,27.0,30.0,0,0,,2008-01-18,05:05:00,2008,1,2
Riverton,SA,-34.17,138.81,Other measurement of rainfall.,23.0,60.0,0,0,,2008-03-12,04:50:00,2008,3,3
Hoyleton,SA,-34.02,138.56,Bureau measurement of rainfall.,30.0,0.0,0,0,,2008-03-12,06:00:00,2008,3,3
Rhynie,SA,-34.15,138.69,Bureau measurement of rainfall.,10.8,20.0,0,0,,2008-03-12,06:00:00,2008,3,3
hoyleton,SA,-34.0237,138.562,Other measurement of rainfall.,52.0,45.0,0,0,,2008-03-12,07:00:00,2008,3,3
Port Lincoln,SA,-34.59,135.76,Bureau measurement of rainfall.,30.0,30.0,31,0,,2008-05-20,23:40:00,2008,5,3
Cadoux,WA,-30.768,117.135,Other measurement of rainfall.,95.0,1.0,0,0,,2006-01-07,09:00:00,2006,1,2
York,WA,-31.9,116.76,,0.0,0.0,57,0,,2006-01-08,01:00:00,2006,1,2
Redlands,WA,-32.31,116.77,,0.0,0.0,58,0,,2006-01-08,01:00:00,2006,1,2
Bonnie Rock,WA,-30.47,118.38,,0.0,0.0,50,0,,2006-01-08,01:00:00,2006,1,2
Munglinup,WA,-33.8,120.63,,0.0,0.0,62,0,,2006-01-08,01:00:00,2006,1,2
Carnamah,WA,-29.602,115.939,Bureau measurement of rainfall.,33.0,0.0,0,0,,2006-02-10,08:30:00,2006,2,2
Perth,WA,-31.875,116.208,Bureau measurement of rainfall.,20.0,0.0,0,0,,2006-02-21,06:00:00,2006,2,2
Roebourne,WA,-21.6,117.59,,0.0,0.0,0,0,,2006-02-27,06:00:00,2006,2,2
Ti Tree Rail Camp,WA,-21.802,117.592,Other measurement of rainfall.,165.0,0.0,0,0,Fortescue River,2006-04-07,01:00:00,2006,4,3
Mandurah,WA,-32.5,115.77,,0.0,0.0,0,0,,2006-08-21,18:00:00,2006,8,4
Curtin RAAF,WA,-17.57,123.82,Bureau measurement of rainfall.,3.4,0.0,0,0,,2006-11-21,12:05:00,2006,11,1
Paraburdoo,WA,-23.17,117.75,Bureau measurement of rainfall.,10.8,0.0,0,0,,2006-11-28,08:37:00,2006,11,1
Wyndham,WA,-15.51,128.15,Bureau measurement of rainfall.,24.0,0.0,0,0,,2006-12-04,03:50:00,2006,12,2
Broome,WA,-17.95,122.23,Bureau measurement of rainfall.,68.0,2.0,0,0,,2006-12-16,19:00:00,2006,12,2
Arno,WA,-1.0,1.0,Other measurement of rainfall.,68.0,1.0,0,0,,2006-12-17,07:00:00,2006,12,2
Karnet,WA,-32.44,116.07,Bureau measurement of rainfall.,73.0,24.0,0,0,,2007-04-14,01:00:00,2007,4,3
Dwellingup,WA,-32.71,116.06,Bureau measurement of rainfall.,69.0,24.0,0,0,,2007-04-14,01:00:00,2007,4,3
mount william,WA,-32.94,116.02,Bureau measurement of rainfall.,68.0,24.0,0,0,,2007-04-14,01:00:00,2007,4,3
dwellingup,WA,-32.71,116.06,Bureau measurement of rainfall.,36.0,1.0,0,0,,2007-04-14,05:00:00,2007,4,3
Wyndham,WA,-15.51,128.15,Bureau measurement of rainfall.,12.6,0.0,20,0,,2007-11-14,07:29:00,2007,11,1
Beagle bay,WA,-17.09,122.86,Other measurement of rainfall.,35.0,0.0,0,0,,2007-11-25,06:30:00,2007,11,1
norseman airport,WA,-32.21,121.75,Bureau measurement of rainfall.,16.4,0.0,0,0,,2007-12-17,03:22:00,2007,12,2
kununurra airport,WA,-15.78,128.71,Bureau measurement of rainfall.,11.8,0.0,0,0,,2008-01-13,11:50:00,2008,1,2
fitzroy crossing airport,WA,-18.18,125.56,Bureau measurement of rainfall.,46.8,0.0,0,0,,2008-01-13,14:20:00,2008,1,2
tom price,WA,-22.7,117.77,Other measurement of rainfall.,17.6,1.0,0,0,,2008-01-16,09:00:00,2008,1,2
dartmoor,WA,-28.03,115.16,Other measurement of rainfall.,80.0,0.0,0,0,,2008-03-18,08:10:00,2008,3,3
northam,WA,-31.66,116.68,Bureau measurement of rainfall.,21.6,0.0,47,0,,2008-03-31,07:10:00,2008,3,3
Perth metro,WA,-31.92,115.87,Bureau measurement of rainfall.,0.0,7.0,73,0,,2008-04-04,22:30:00,2008,4,3
forest grove,WA,-34.03,115.1,Other measurement of rainfall.,31.0,0.0,0,0,,2008-04-16,05:30:00,2008,4,3
Hooker Creek,NT,-18.35,130.6,Bureau measurement of rainfall.,111.4,9.0,0,0,Victoria River,2006-01-17,09:00:00,2006,1,2
Darwin,NT,-12.46,130.96,Bureau measurement of rainfall.,204.6,12.0,0,0,Rapid Creek,2006-01-24,11:30:00,2006,1,2
Lee Point,NT,-12.3,130.9,Bureau measurement of rainfall.,175.0,5.0,0,0,Buffalo Creek,2006-03-21,16:30:00,2006,3,3
Gove Airport,NT,-12.29,136.82,Bureau measurement of rainfall.,131.2,2.0,137,0,,2006-03-25,00:00:00,2006,3,3
Acacia Hills,NT,-12.75,131.15,Other measurement of rainfall.,405.0,24.0,0,0,Elizabeth River,2006-04-25,00:00:00,2006,4,3
Middle Point,NT,-12.58,131.31,Bureau measurement of rainfall.,77.8,0.0,112,0,Adelaide River,2006-11-04,17:00:00,2006,11,1
Humpty Doo,NT,-12.57,131.08,Bureau measurement of rainfall.,120.0,4.0,0,0,,2007-01-27,04:00:00,2007,1,2
Cape Don,NT,-11.3,131.75,Bureau measurement of rainfall.,92.9,1.0,139,0,,2007-02-26,15:00:00,2007,2,2
Katherine,NT,-14.48,132.26,Bureau measurement of rainfall.,58.0,1.0,130,0,Katherine River,2007-03-21,12:00:00,2007,3,3
Tennant Creek,NT,-19.64,134.18,Bureau measurement of rainfall.,56.8,1.0,88,0,,2007-03-24,03:00:00,2007,3,3
Darwin,NT,-12.46,130.96,Bureau measurement of rainfall.,211.0,2.0,242,0,Rapid Creek,2008-01-13,17:30:00,2008,1,2
Dundee Beach,NT,-12.7,130.4,,308.6,5.0,650,0,Finniss River,2008-01-17,22:30:00,2008,1,2
Wagait Beach,NT,-12.4,130.7,Bureau measurement of rainfall.,120.0,3.0,191,0,Finniss River,2008-03-11,13:30:00,2008,3,3
Batchelor,NT,-13.1,131.0,Bureau measurement of rainfall.,91.2,1.0,93,0,Finniss River,2008-03-17,17:30:00,2008,3,3
MINLATON,SA,-34.771,137.5955,Other measurement of rainfall.,0.0,0.0,0,0,,2008-09-07,03:50:00,2008,9,1
PENONG,SA,-31.9238,133.0097,Other measurement of rainfall.,0.0,0.0,0,0,,2008-12-11,03:50:00,2008,12,2
MCLAREN VALE,SA,-35.2183,138.5425,Bureau measurement of rainfall.,30.0,60.0,0,0,,2008-01-18,05:45:00,2008,1,2
CHANDLERS HILL,SA,-35.088,138.6045,Bureau measurement of rainfall.,53.0,0.0,0,0,,2008-01-18,06:00:00,2008,1,2
TAPLAN,SA,-34.5442,140.88,Other measurement of rainfall.,75.0,30.0,0,0,,2007-11-29,04:00:00,2007,11,1
FLORIETON,SA,-33.8548,139.4201,Other measurement of rainfall.,0.0,0.0,0,0,,2007-11-29,05:45:00,2007,11,1
BERRI,SA,-34.2831,140.6026,Other measurement of rainfall.,0.0,0.0,0,0,,2007-11-29,07:00:00,2007,11,1
OLARY,SA,-32.2785,140.3249,Other measurement of rainfall.,0.0,30.0,0,0,,2007-11-29,05:00:00,2007,11,1
CUMMINS,SA,-34.2628,135.727,Bureau measurement of rainfall.,0.0,0.0,0,0,,2009-03-11,05:00:00,2009,3,3
WIRRABARA,SA,-33.0307,138.2679,Other measurement of rainfall.,0.0,0.0,0,0,,2009-03-12,05:00:00,2009,3,3
NELSHABY,SA,-33.1237,138.1118,Other measurement of rainfall.,0.0,0.0,0,0,,2009-03-12,05:00:00,2009,3,3
NAPPERBY,SA,-33.1545,138.1183,Other measurement of rainfall.,0.0,0.0,0,0,,2009-03-12,05:00:00,2009,3,3
TIBOOBURRA,NSW,-29.4152,142.0346,Bureau measurement of rainfall.,25.0,29.0,0,0,,2008-11-19,17:00:00,2008,11,1
MANILDRA,NSW,-33.1817,148.6846,Other measurement of rainfall.,34.0,40.0,0,0,,2008-11-19,08:00:00,2008,11,1
WARIALDA,NSW,-29.5317,150.5678,Other measurement of rainfall.,48.0,60.0,0,0,,2008-11-20,07:20:00,2008,11,1
TELOWIE,SA,-33.0613,138.1042,Other measurement of rainfall.,0.0,0.0,0,0,,2009-03-12,05:00:00,2009,3,3
Walcha,NSW,0.0,0.0,Other measurement of rainfall.,40.0,20.0,0,0,,2008-11-28,07:50:00,2008,11,1
Walcha,NSW,0.0,0.0,Other measurement of rainfall.,85.0,90.0,0,0,,2008-11-28,07:50:00,2008,11,1
Walcha,NSW,0.0,0.0,Other measurement of rainfall.,105.0,60.0,0,0,,2008-11-28,10:00:00,2008,11,1
ASHFORD,NSW,-29.3151,151.0845,Other measurement of rainfall.,0.0,0.0,0,0,,2008-12-08,02:20:00,2008,12,2
TOCAL,NSW,-32.6401,151.5928,Bureau measurement of rainfall.,0.0,0.0,0,0,,2008-12-08,05:00:00,2008,12,2
MOUNT SEAVIEW,NSW,-31.3651,152.2217,Other measurement of rainfall.,86.0,60.0,0,0,,2008-12-10,06:00:00,2008,12,2
MYALLA LAKE,NSW,-36.3984,149.1012,Bureau measurement of rainfall.,36.0,30.0,0,0,,2008-12-23,01:00:00,2008,12,2
CASSILIS,NSW,-32.0067,149.9846,Other measurement of rainfall.,55.0,30.0,0,0,,2008-12-23,07:30:00,2008,12,2
COMBOYNE,NSW,-31.5984,152.4678,Other measurement of rainfall.,30.0,15.0,0,0,,2008-12-29,03:55:00,2008,12,2
GOSFORD,NSW,-33.4234,151.3414,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,2009-01-21,08:30:00,2009,1,2
JUGIONG CREEK,NSW,-34.9151,148.6012,Bureau measurement of rainfall.,55.0,60.0,0,0,,2009-02-03,07:00:00,2009,2,2
PORTLAND,NSW,-33.3484,149.9846,Other measurement of rainfall.,30.0,10.0,0,0,,2009-02-10,07:10:00,2009,2,2
BOURKE,NSW,-30.0818,145.9512,Bureau measurement of rainfall.,109.0,360.0,0,0,,2009-02-13,14:00:00,2009,2,2
BOURKE,NSW,-30.0818,145.9512,Bureau measurement of rainfall.,182.0,720.0,0,0,,2009-02-13,20:00:00,2009,2,2
BOURKE,NSW,-30.0818,145.9512,Bureau measurement of rainfall.,196.0,1440.0,0,0,,2009-02-13,23:59:00,2009,2,2
COONAMBLE,NSW,-30.9317,148.3679,Bureau measurement of rainfall.,67.0,180.0,0,0,,2009-02-18,05:00:00,2009,2,2
YAMBA,NSW,-29.4401,153.3595,Bureau measurement of rainfall.,44.0,30.0,0,0,,2009-02-20,06:05:00,2009,2,2
WITTITRIN,NSW,-31.0984,152.6511,Bureau measurement of rainfall.,82.0,30.0,0,0,,2009-02-21,06:35:00,2009,2,2
LOWER PORTLAND,NSW,-33.4317,150.8846,Bureau measurement of rainfall.,37.0,30.0,0,0,,2009-02-23,06:25:00,2009,2,2
CRINGILA,NSW,-34.4734,150.8762,Bureau measurement of rainfall.,35.0,30.0,0,0,,2009-02-23,08:40:00,2009,2,2
CASSILIS,NSW,-32.0067,149.9846,Other measurement of rainfall.,50.0,60.0,0,0,,2009-03-15,03:01:00,2009,3,3
Grafton,NSW,-32.0067,149.9846,Bureau measurement of rainfall.,43.0,30.0,0,0,,2009-03-15,10:00:00,2009,3,3
DARNICK,NSW,-32.8485,143.6347,Bureau measurement of rainfall.,0.0,0.0,0,0,,2009-03-12,00:00:00,2009,3,3
BELLINGEN,NSW,-30.4484,152.9011,Other measurement of rainfall.,100.0,30.0,0,0,,2009-03-31,05:55:00,2009,3,3
COFFS HARBOUR,NSW,-30.3151,153.1178,Other measurement of rainfall.,149.0,60.0,0,0,,2009-03-31,03:00:00,2009,3,3
NARRABEEN,NSW,-33.7151,151.2846,"Flash flooding reported, but no quantitative data available.",0.0,0.0,0,0,,2009-05-02,09:10:00,2009,5,3
RANDWICK,NSW,-33.9151,151.2346,Other measurement of rainfall.,99.0,120.0,0,0,,2009-05-02,10:05:00,2009,5,3
